sample_name,pca_component_1,pca_component_2,pca_component_3,pca_component_4,pca_component_5,pca_component_6,pca_component_7,pca_component_8,pca_component_9,pca_component_10,pca_component_11,pca_component_12,pca_component_13,pca_component_14,pca_component_15,pca_component_16,pca_component_17,pca_component_18,pca_component_19,pca_component_20,pca_component_21,pca_component_22,pca_component_23,pca_component_24,pca_component_25,pca_component_26,pca_component_27,pca_component_28,pca_component_29,pca_component_30,pca_component_31,pca_component_32,pca_component_33,pca_component_34,pca_component_35,pca_component_36,pca_component_37,pca_component_38,pca_component_39,pca_component_40,pca_component_41,pca_component_42,pca_component_43,pca_component_44,pca_component_45,pca_component_46,pca_component_47,pca_component_48,pca_component_49,pca_component_50,pca_component_51,pca_component_52,pca_component_53,pca_component_54,pca_component_55,pca_component_56,pca_component_57,pca_component_58,pca_component_59,pca_component_60,pca_component_61,pca_component_62,pca_component_63,pca_component_64,pca_component_65,pca_component_66,pca_component_67,pca_component_68,pca_component_69,pca_component_70,pca_component_71,pca_component_72,pca_component_73,pca_component_74,pca_component_75,pca_component_76,pca_component_77,pca_component_78,pca_component_79,pca_component_80,pca_component_81,pca_component_82,pca_component_83,pca_component_84,pca_component_85,pca_component_86,pca_component_87,pca_component_88,pca_component_89,label
DSC_0012_JPG.rf.afd459bf3388ade5d3c4d36f3e7e92fb_0,-11.742054186731979,-3.0266077519466,5.5233162213287015,1.7410875990153276,9.675307248511853,-3.4687979727136597,-1.990709786942193,-7.164407804015934,3.097432915225624,-2.8632340261509395,-3.7198447044244456,-4.8800957806562435,2.0301790264956683,-7.60781664002218,-2.4789709590707028,5.028082992765811,2.076740689382458,0.5730040047047821,-6.713911539094188,-2.2683632753990426,-1.1978593459344928,-2.151685154293469,2.3910781551556437,3.85114194214369,1.1358779604262472,2.8723464198921245,3.1287839125289643,1.0446437062710758,0.015510937701142539,-0.8716139518295598,-2.060434165632365,-0.9449126823988548,-0.8213595116469227,-1.8613371016299909,-1.0264427284286861,-2.0797978224788696,0.48273319104388657,-0.2584511761257811,-0.49236485176637435,0.892077403371808,0.9755498023885821,-0.9564410269274376,-0.6301244847565173,-0.4706285690677017,0.18238556153789529,0.05670632589423425,-0.6687505008964878,0.8165526332068211,-1.1812199032392596,-0.6231579454782447,-0.261788857657988,-0.7677423097745916,0.00284704899267994,-0.9968423969013831,0.28538105948772224,-1.3296064440194384,0.10790173920201482,0.3126149604755105,0.31658206833730007,0.3964004048932086,0.05302054544649169,-0.4834559053567093,0.8621891624379671,0.06287760354122804,0.5234257603393976,0.021597938785148697,0.46182205145266914,-0.3272826576149924,0.17656047021197405,-0.5970716344123156,-0.15455671048724964,-1.0994951864322264,0.13651771980606503,-0.14268560877948383,-0.8166715910064865,-0.6971289636450413,-1.8049516657244997,-0.2542125188118816,-1.1529740942717608,0.6906468956415222,-0.40651194377540883,0.4460514450299108,0.7052594674561533,-0.07176490377341155,0.19412226168230914,-1.9172309129409493,-0.631055127818365,0.41059317270725904,0.5693649828002219,2
DSC_0013_JPG.rf.88e38cb3ecca691b2169927673433e1a_0,-5.178689078188098,-0.07445510532936762,5.132218876786313,0.8111947983142307,10.936796137136373,1.18324813456477,-5.865652100202232,-3.4887780933759007,1.8686374436436384,-6.995154957970009,4.285996519877756,-0.7666707667395946,3.7697289932863827,-0.9069551404695435,2.199305492101341,-4.0059916000778175,3.4551543466524133,0.8288974929844848,-1.044740824325745,0.6470401828980833,-2.832279857856101,-2.9259269987410224,-1.8019496514551605,-0.03681886991540095,-0.18907554150488437,-1.0275237250373972,-1.9004740495899997,-0.7665468372091071,-0.7931618206982052,1.4820542168049222,1.044078384477027,2.3218325747806587,-2.0935432425048477,-1.2859476306022348,-0.8322814862723209,0.5532164089409419,0.4876967119924065,-0.17214106240502156,1.021384004701068,1.0028629420962831,-0.01367970583273081,0.40646112249001703,0.05014525808184082,0.8337375608078125,-0.6480809234443349,-1.2850857190571972,0.4684777340861487,0.4967433699795654,-0.149017099701936,-0.3818175648716547,0.742996078616358,1.020104950876734,0.1562704552261059,0.7844847894749741,-2.0209409903174818,0.04533974064657468,-0.18351923462024994,-0.16127579682723858,-0.3149934044102078,-0.790943355312116,-1.6131225844471024,-1.40299254917351,0.40837634714407484,0.10950006828161908,0.5016962003403678,-1.053934492596611,0.043597827428083755,-0.4618162668946029,0.674357092293841,0.19854828145771483,0.15125161895874312,0.09952804289668223,-0.9460548683483583,-1.2266556792103156,0.7724291246560564,0.16203008694751642,1.6148391831081872,-1.3424144297852714,0.21684849098036482,0.36143669064559525,-0.29863628966388783,-0.7188457366113666,0.7103624955186884,-0.7442770542891173,-0.25343647015163107,0.865317813452836,-0.8094250326384206,0.4623415637805145,0.6533931322576767,2
DSC_0013_JPG.rf.88e38cb3ecca691b2169927673433e1a_1,12.583373292594239,-1.9317280345260992,-7.422308679156561,0.33722303208607174,-0.28517062616650257,-0.6988495056248031,-0.3027646097160952,-0.19826724399533951,0.5466728549758084,0.5620499867694411,-0.49040090424712013,0.016596580243888975,-0.8007418005450841,0.2620015394029346,-1.6077642433967008,-0.12364115484530246,0.034300290568823034,-0.9794603026613921,-0.1186767565474148,-0.5926559174878734,-0.01625019697253773,-0.6134873035427936,0.30932385345937896,-0.20543716991991717,-0.8491742354715851,-0.01200538318134674,-0.1126282568844553,-0.6633163617712863,-0.088719094538771,0.650351625602206,0.6344336138544422,-0.5254317279951517,0.10005926516367711,-0.599882597332422,0.654148707838097,-0.29199520202329315,-0.008503144933309502,0.5945956526279702,-0.4774672668897568,-0.8499068525967866,-0.37639726224796355,-0.6962482424274559,0.07336227144814064,-0.09877189482205244,0.40562323846833914,0.13024686311511957,-0.00026263436694308674,0.3673347552681748,-0.07728538280752482,-0.027871182828049793,-0.570190615107772,0.11296062236586775,-0.32292250944398543,0.43296618551754235,-0.10347388698816946,0.19309485399943954,-0.778943523027314,0.2719245658066659,0.16158098037933838,0.11660377035953631,0.5139754747101617,-0.2355888158328819,0.1625452518229359,-0.08151189353957598,0.05391657387861262,-0.20356027063942386,0.18900469920538748,-0.02995922887618939,-0.10945523406073102,-0.5269016864897549,-0.32183908153226837,0.056083975204112596,0.5688130201738741,-0.15824932293429264,0.10411949118433013,0.14929599714611738,-0.29156208675100237,0.422930936822069,0.1451427847352524,-0.3747762312826086,-0.0599450476395361,-0.4407333641238123,0.7000706291043259,0.16478196278646942,0.25367896606193746,0.010562106678199564,-0.042580670500742504,0.077190315643919,0.07663891031031285,0
DSC_0013_JPG.rf.88e38cb3ecca691b2169927673433e1a_2,15.87068929481149,-5.870810640993779,1.661987251203576,7.645445276468654,3.7879996121497372,1.4942077823622195,5.917796082756573,1.8689514986173525,1.4905416535816869,-0.4780681694032486,4.024770307844013,-0.831926916846213,1.2705312378444336,0.5181398255946653,0.30906214247870706,1.3350505116114235,-0.41321705771047734,-2.266506934013713,0.12147182808628196,-2.2190802976053874,1.6964733908389997,-1.3703376497536595,0.47465935300436546,-0.194471736209123,-2.1545226178637003,-1.019527285932291,-0.4027578543772474,-1.7585478799331506,-1.0301693595326231,-0.3658421342270374,-0.3205761403062348,0.2014619987441153,0.28473253502261026,0.2173763586467477,-0.4369183589661311,-1.619061101098313,-0.3657950283095114,1.495078729765532,0.3231661669171719,1.5535969613488454,-0.6672816758815298,0.1862835966555023,-0.7553702432716928,-0.8183644278920041,-0.4189266153970236,1.2088260575951448,0.8696077738846546,0.43533980848619463,-0.6891550386766877,0.6953884289102931,0.7510522729241441,0.5141398018909131,2.3750106489558913,-0.3157536424489995,0.324061577898697,-0.42063432130228867,0.41871293539857557,-0.6628175364164531,0.21117998259961787,0.6174174142752221,0.8243488904102185,0.8492451055271929,-0.09798703191166348,-0.20561379149613035,0.9533732006652581,0.8726287493961796,0.9259721429076344,-1.574373951666635,-0.2198736780624139,0.013322529215724207,-0.8167738483309088,0.3706025424763191,0.5727880882889432,0.5819890619840803,-0.5004287034821033,-0.06874438096450305,1.4000820505028566,-0.404020212873807,0.37065219142855915,-0.028442041681197367,-0.4047730976201748,-0.3174567842488607,-0.3393442334296575,0.21533460400909024,-0.10796228520427657,0.28435345131670564,0.36469775214160166,0.10764492437107653,0.6385028061775813,0
DSC_0013_JPG.rf.88e38cb3ecca691b2169927673433e1a_3,12.64265018825154,-1.5268665808366595,-6.8829409604366845,0.6333182675208863,2.7839123194057995,-0.5531907510811442,-0.32172423929599436,0.39820452284739427,1.4504303357005708,-0.6215249662045491,2.848600713531745,-0.9737022268587042,-0.8126574661484115,0.8868930897178225,-1.8624175741699507,-0.18438702364211465,-0.4717288582647618,-0.9052319734370645,0.20819431102999403,-0.3637378024660665,-0.3202956319449292,-1.0053389644328932,0.6044541320179831,-1.3392325083901946,0.28192561108375214,0.2927938854402994,0.28705733421918206,-0.2657280946806589,-1.0489435747491678,0.15376388013781095,0.4331343536638357,-1.1673837205868751,0.2955776026311923,-0.10434295466287512,0.6952485051339563,-0.2967975203816399,-0.007039230155834618,0.42643477173530986,-0.2594105297222429,0.7901312951175283,-0.314304637512032,0.4542788686223407,-1.0279514354491175,-0.1219978752326651,-0.4487278749488602,-0.10156505213212559,-0.13022977148383588,-0.30229717368935666,0.11373863682715094,1.1085561637983483,-0.5208844308069259,-0.6787161902434411,0.7218536138401941,-0.8674666846516964,0.3227680984945783,0.3767118197791623,0.17877318169934095,0.10759341643634246,0.4699702630011115,0.03628424221306238,-0.6893255906126654,0.7682915695812805,0.7480964909364931,0.11493335626507353,-0.6564214924164905,-0.11347563681518248,-0.590909948796719,0.3664380524962084,0.4803588711884542,0.12469634890438225,-0.7158687956442735,0.14252764242374436,-0.5028169189611592,0.11660827305820018,0.010536628976253225,0.04803028202369409,-0.44924625312990074,0.04538571567482884,0.08929538584717299,0.22925663597170476,0.654224333428424,0.026351075644238116,-0.2852590317888265,-0.12242684453663738,-0.5072195153430291,-0.6099491677707117,0.04124781195483206,0.6824748433684602,0.08098272428591993,0
DSC_0013_JPG.rf.88e38cb3ecca691b2169927673433e1a_4,12.98888587075055,-2.133351412123293,-4.836278867555874,1.308988387531878,0.5438130013643823,-0.822445312312632,-0.5898795933229426,0.368798973492819,0.3995602983170398,-0.15747641505326598,0.6889524588017372,-0.672731193207234,-0.17298582636375404,0.5735233858074437,-0.610541651972568,0.07286387018189557,0.25639367795340845,-0.9599283713278917,-0.2442810172831203,0.16861337246612634,-0.048722495983787924,0.993523426708468,-0.17290826319497604,0.14843600173376068,0.2549876945677193,0.38218821227112215,0.022879221321820645,0.5067024907073078,0.22097960259319088,0.7228381006710033,-0.018128928722149735,-0.4368024075870616,-0.05623550781526643,-0.3252932904345866,0.7969589690777494,0.7427667267476862,0.5630806489078208,-0.3936525846624766,-0.7018952145632978,-0.06113981075255372,-0.9775179193440108,0.2309022778207667,-0.7748375895409041,-0.0057908221960390775,-0.1343156728446766,0.3827449250517959,-0.25642852654483045,-0.523112284698522,0.3479632387794212,1.0340371871369551,-0.345987474971049,-0.37155935176072774,0.07079935607451145,-0.4535192671728836,0.16668132746911926,-0.37265152396558826,-0.05042162130985353,0.33755093327456254,0.00010733148337847453,-0.3816057960403334,0.20887882902491778,-0.5081628370847024,-0.013939847792587032,-0.4745999603269739,-0.47965268416415585,-0.40167794738688456,-0.6158268605167457,-0.1845849191472414,-0.0475235589196536,0.18708067335766454,-0.18167187253924674,0.6451349816666065,0.3074001065736009,0.6507246931114611,0.49032078284142017,0.0390945428045834,0.2708765358306829,-0.25341179976328776,-0.248552605034584,-0.20998452483023516,0.2828533762277726,-0.029382137470136866,-0.13556459206447588,0.2447114517536318,-0.2585575218390566,-0.3687023442630311,-0.1500387008633729,0.836077393782015,-0.004684685416694319,0
DSC_0013_JPG.rf.c92da2819ec2be14e17a3ec9d3959141_0,-5.335621983823117,1.5849325671349073,4.631772552401573,-0.16580569430752717,9.91937753350776,1.221753389752004,-4.906644694609712,-4.475476902632067,0.36178777853074084,-6.546510284171844,1.8769812328011561,-1.207904051432058,4.831728581205766,-1.1959159877462595,1.847448130270031,-3.3275565833865652,2.0479495116429853,0.9622976204884225,-1.0539236814855057,1.2301532151720456,-1.8421026691019184,-2.9326024334827125,-3.3656389628600007,-1.6728743173501692,-2.7154499565305033,0.1750448525684023,-3.277220823595821,-0.9771518374600137,-0.08909726553128024,3.1154173170994843,0.5145267638501718,1.0437316311996754,-0.11705194966566061,-0.9455866457901754,1.2714770195091343,1.521320468100031,-0.32130278409928403,1.2067836207685596,-0.20493175092807828,0.6867978909282908,0.11924451530536494,0.7747353630494218,0.9248642307737712,1.8352558996475272,0.43480702048409764,-1.2896280338963693,0.3913841710611761,-0.5344240006838279,-1.1868288284079123,0.013534886030587976,0.7575818523134662,0.8518225999896364,-0.2836750054000307,-0.3658014315547147,-1.9805382317008176,-0.3163189044198206,-0.25632852061198674,-0.6274123096627976,0.07461636750845771,0.07864829504382279,-1.4851860179463277,-0.7023698295127303,0.29508998693685334,0.19570442615680467,0.5433714408711282,-0.1278169893386022,0.5330963165795215,-0.7312099465845615,1.3999017689216986,-0.2137915178769398,-0.4414655631660213,-0.2294866255880981,-0.3798375856393028,-1.0851009271035679,1.3335526960281305,0.2778705065133753,1.3860849198040028,-0.47785015181024176,0.5282605974557285,-0.3086144014773332,-0.031803479204742004,0.30637406934780687,0.6841609146790182,-0.3296835412427067,-1.106624815687181,0.3226969534173398,-1.3329405542467874,0.324434846416621,0.6903986290419624,2
DSC_0013_JPG.rf.c92da2819ec2be14e17a3ec9d3959141_1,13.255175481429147,-2.1644962702813464,-4.8746645748688,1.7134212524886479,2.1942412820915336,-0.8571337902979838,-0.6060390429182508,0.7133338328081862,1.291011941614425,-1.100223225235093,2.188726930994016,-0.9559277064538955,-0.39331365246148653,1.3150688765146914,-1.2552528790992747,0.3333238872567955,-0.19575151214077272,-1.076890157017656,-0.06549966236141436,0.12453759714656454,-0.100588527078435,0.9708762223616034,-0.18988374598895,-0.19703742706942579,0.33939072330330805,0.5208678027306043,0.09740048683007414,0.07028170310254264,-0.6134091213847838,0.49504566192849,0.321340703856444,-0.5850462591451079,-0.1319522419075646,-0.5068868112074811,0.6378183995001446,0.7019009991509072,-0.06657083551733924,0.35507372656935965,-0.3427497091418621,0.02216224355524791,-0.7837661681968566,-1.085688385199133,-0.9203838423744569,0.09677598762202896,-0.2078732688699937,0.43726863806398497,0.1266500920194954,-0.6583325146981424,0.3018257340956885,1.0308083605424463,-0.5585154040575389,-0.43606253732189376,0.008721145098428036,0.22053973697648482,0.6452401562397838,-1.1307116752429747,0.19944697880271858,0.22218891850456396,-0.4093440207563704,-0.0466900968059926,0.032309524556068454,-0.2022565000158926,-0.6919863729524327,-0.6091351166285917,-0.4037159539624421,-0.3443452111248781,-0.6289118218483895,0.3564769324420126,0.43250488144887356,0.1003492584867813,-0.2162993394308738,0.5469231012256243,0.29141276331319166,-0.13825738480978914,0.5454547836274797,0.4070765092407633,-0.3546635739124969,0.052322091363116184,0.0804502215719022,0.06675776001722752,-0.30268324519793116,-0.03314114143320098,-0.030095768653938468,-0.11757134845958789,0.07205762534137754,0.08609665786111466,-0.10167591066817046,0.2596016440202155,0.14518853894560138,0
DSC_0014_JPG.rf.10f7d1897c1216c61f1578ff42a5b267_0,-10.39713276718866,-10.553647040053058,2.2007289416529403,-4.53895846370128,2.109259578043866,-15.002670412698267,2.354611542092254,2.300936053219109,2.272181619953657,5.960508919074731,5.24752379279006,1.815835115367071,4.059253533982737,0.24051085353568974,-1.9618227458861437,-2.346428001262563,3.2930841384723966,3.082617556632117,0.374575840055826,-1.0990122971222267,0.8783897092589469,1.4750671406453157,-4.142965524006664,0.998493231117087,-1.507964907514988,-3.852411424742951,-0.9930698127037693,1.9957876768329115,-1.2083083159403074,3.179177130129535,0.059051485145133954,-0.7887443505500873,1.2255717401736963,1.1486078766375183,1.8658967432779663,-0.23760288686433925,-0.9522535084503396,-2.039548856897125,-0.6877204323338499,1.2151687811652188,0.42139169950194283,0.5065954361370358,-1.6024322504903943,1.8249508649499246,-0.7945349058027752,0.7658623052494291,-0.2701915618596864,-0.23178064163905687,-0.4957712696776095,0.9310278331611171,-0.5474828798007354,0.32609337445276104,0.9090077886667948,1.2454497192862928,0.05301293260803544,0.47873135396506017,0.1514818660787221,-0.505354112196721,0.838768125033413,-0.910299945759613,-0.027000793091606187,1.0934102463595232,-0.4781340999302436,-0.5482070915410349,0.0373834810248954,0.6137173464399115,-0.40634393460944657,-1.3429426236109843,0.4063226801766774,0.562904403400197,1.4766426935822414,0.2876728384347528,1.1481854782405243,-0.7777827599532173,0.04308835737259153,0.4610817758282224,0.6512924515217846,-0.6177244712045062,1.0663721352476871,-0.23262539020611836,0.7294001084061598,-0.9740317676003303,0.09996869874980914,-0.11587241499231779,0.04099839880311741,0.28376386921146357,-0.7469454547051974,-0.17954496728147823,-1.1953052863192586,2
DSC_0014_JPG.rf.10f7d1897c1216c61f1578ff42a5b267_1,-2.2157690306704074,-0.04614132807665024,-4.02417282867521,-1.2688640262783368,-3.4030421427482356,-0.5798868404077112,-1.6668740605026733,-4.2312970662865155,-3.480102010067009,-0.4845867205863345,-5.92246979088267,1.4912970525776121,2.154452191913512,0.5227048876285296,1.2742544775923252,0.6524866547660857,-3.336400197922262,-4.636895322431171,2.201743947984002,-0.3607148487993991,4.312759062058751,-1.8401637141120388,-1.5204061424328876,-2.4587586844604763,0.3557642048856446,0.03245883133100085,-1.1562958060776867,-1.6050297333597145,-0.42735649843010465,0.3113595237219178,0.2800267475205297,2.4266871713867553,-3.774557916324758,1.6489706063795422,2.3612884170276582,-2.478283330400834,-1.7879293000899998,-1.2327392281966771,-1.7356180290798988,1.3969228562980716,1.8687671611465533,-0.4970268419299116,-1.5950215926079627,0.7554789505734941,-0.2289890792547891,-0.047921306815252265,-0.9514321267938407,-1.8391354457286702,0.13342702477812288,-0.039843318636040424,1.1271406887257607,-0.12203723910122058,-1.2520038374190439,1.0505649491217193,0.6648865409974561,-0.2852879179945529,1.832378073304745,-0.09701580471054144,-0.10018352822180526,-0.32151772846393833,0.14216941389203955,-0.6981764400709123,0.5369917397513052,-0.7879489399860218,-0.19219393665527365,0.27973464467754655,0.2636448531790827,0.5074907867071224,0.8384571928600075,-1.094581914534286,0.34904972561256514,-0.46134331009889396,-0.16254598228011888,0.7063115850208549,-0.325657368760147,-0.3025790900464555,0.20147528727975247,0.27362707192620567,0.24233585198765514,0.07447592375001966,0.40661469758969043,-0.55149560168108,0.10504897328262794,-0.41594082898808643,-0.10710014866380499,0.09684799781986912,0.7824533071577677,0.07993896741929168,-0.2104927457352983,2
